Country People Capital Maintain PCR Tourism_type Optional1 Optional2 Optional3 Optional4
Belarus 8139548 Humburg SouthAmerica 0 Beach Winter -12 0 319 
Germany 5745865 Honkong Asia 0 Excursion 28 Art - - 
China 8423485 Minsk SouthAmerica 1 Sport Climb 870537 - - 
Britain 2558051 Odessa SouthAmerica 0 Beach Summer -16 8 348 
Ukraine 1792599 Minsk Europe 1 Excursion 6 Nature - - 
Belarus 1076349 Minsk Asia 0 Excursion 81 Art - - 
Australia 4011377 Minsk Asia 0 Beach Winter -23 17 240 
Bulgary 869045 Honkong Africa 1 Beach Autumn -19 0 526 
Britain 7569553 Belgorod SouthAmerica 1 Excursion 47 Nature - - 
Bulgary 9128384 Odessa Europe 1 Beach Summer 32 20 554 
Britain 7951609 Humburg Europe 1 Excursion 88 Art - - 
Russia 9155705 Chelyabinsk Africa 1 Beach Winter 40 3 558 
USA 4627863 Chelyabinsk SouthAmerica 1 Excursion 87 Art - - 
Ukraine 6705602 London Antarctica 0 Sport Skiing 702557 - - 
Russia 304914 Odessa Antarctica 0 Sport Climb 198147 - - 
USA 4959333 Colorado Europe 1 Sport Climb 232412 - - 
China 2586454 Colorado SouthAmerica 1 Sport Climb 646570 - - 
Australia 2282782 Zavolzhye NorthAmerica 0 Excursion 61 History - - 
Bulgary 8156158 Humburg Oceania 1 Beach Spring 33 11 493 
USA 3765965 Humburg SouthAmerica 0 Excursion 2 History - - 
Belarus 7688628 Colorado Asia 0 Sport Climb 525432 - - 
Russia 4197574 Belgorod Asia 0 Beach Winter 12 15 602 
Germany 6147028 Sochi Africa 1 Excursion 23 History - - 
China 7348584 Seul Africa 1 Excursion 19 Art - - 
Belarus 6757881 Minsk Asia 1 Beach Summer 39 2 192 
Belarus 5737729 Belgorod NorthAmerica 0 Sport Climb 152127 - - 
Britain 4678754 London Africa 1 Excursion 22 History - - 
China 538221 Humburg NorthAmerica 1 Excursion 11 Art - - 
Belarus 2380171 Humburg Oceania 1 Sport Skiing 528022 - - 
Germany 6508565 Zavolzhye NorthAmerica 0 Excursion 41 Art - - 
Russia 9895450 Moscow Europe 0 Excursion 86 Nature - - 
Georgia 1241220 Minsk Antarctica 0 Beach Winter 2 22 497 
Japan 635535 Belgorod Africa 1 Sport Surfing 836909 - - 
Bulgary 6264404 Humburg NorthAmerica 0 Beach Autumn -11 17 28 
Germany 2314169 Moscow Antarctica 1 Sport Surfing 626398 - - 
Ukraine 4094323 Honkong Africa 1 Sport Surfing 77622 - - 
Belarus 374152 Sochi SouthAmerica 0 Excursion 3 History - - 
Georgia 7676407 Odessa Antarctica 0 Sport Skiing 406887 - - 
Ukraine 45743 Minsk Oceania 1 Sport Climb 4034 - - 
Georgia 1376343 Sochi Antarctica 0 Excursion 57 History - - 
Germany 3675753 Zavolzhye Africa 1 Excursion 7 Nature - - 
Belarus 4367317 London Africa 0 Sport Surfing 80947 - - 
Ukraine 6107335 Honkong Europe 1 Excursion 86 Art - - 
Belarus 3593130 Honkong SouthAmerica 0 Beach Spring 4 12 363 
Belarus 9433692 Belgorod SouthAmerica 1 Sport Climb 223198 - - 
Britain 4069958 Colorado Europe 1 Beach Winter 34 20 431 
Russia 2822170 Honkong NorthAmerica 0 Sport Surfing 407804 - - 
Japan 9609101 Chelyabinsk Europe 1 Excursion 62 Nature - - 
Bulgary 8150172 Colorado NorthAmerica 1 Beach Winter 6 20 522 
Georgia 4587166 Moscow Africa 0 Sport Skiing 366496 - - 
Georgia 3478736 Seul SouthAmerica 0 Excursion 22 Art - - 
USA 1425625 Minsk SouthAmerica 0 Excursion 94 History - - 
Belarus 43190 London Africa 1 Sport Climb 559521 - - 
Germany 689045 Belgorod NorthAmerica 0 Beach Summer 33 18 626 
USA 2259441 Zavolzhye Oceania 1 Beach Summer 14 27 51 
China 951616 Colorado Antarctica 0 Excursion 28 History - - 
Ukraine 5707416 Sochi Africa 1 Excursion 77 Nature - - 
Russia 4008203 Sochi Antarctica 1 Sport Skiing 387322 - - 
Australia 4770664 Sochi Africa 1 Excursion 24 Art - - 
Germany 9432238 Sochi Oceania 1 Sport Surfing 520062 - - 
Georgia 366780 Sochi SouthAmerica 1 Sport Climb 379429 - - 
Australia 3096539 Belgorod Asia 1 Beach Spring 7 5 154 
Georgia 40575 Minsk Asia 0 Excursion 97 History - - 
Australia 237549 Honkong Europe 1 Sport Surfing 3776 - - 
Britain 9982736 Zavolzhye SouthAmerica 1 Beach Autumn -12 8 109 
China 6851560 Zavolzhye Africa 1 Sport Climb 293439 - - 
Australia 1408992 Honkong Oceania 0 Excursion 78 History - - 
Britain 3355691 Seul Oceania 1 Beach Winter 37 22 284 
Georgia 6851966 Odessa Europe 1 Beach Winter -12 28 26 
Australia 2625862 Odessa Asia 0 Beach Summer 17 14 138 
Britain 641089 Colorado Antarctica 1 Excursion 14 History - - 
Japan 2248091 Colorado Asia 0 Excursion 50 Nature - - 
Japan 1233122 Belgorod Asia 1 Beach Autumn 36 14 114 
Belarus 8684975 Colorado Oceania 0 Beach Winter -27 25 561 
USA 7108156 London Africa 1 Sport Climb 79611 - - 
Australia 9470265 Sochi Asia 1 Sport Climb 17599 - - 
Bulgary 4198706 Honkong Africa 1 Sport Climb 958328 - - 
Japan 3637860 Moscow Oceania 1 Excursion 62 Nature - - 
USA 5964735 London SouthAmerica 1 Excursion 34 Nature - - 
Australia 278016 Chelyabinsk Asia 1 Sport Surfing 277409 - - 
Australia 7467143 Seul Asia 1 Beach Spring 3 17 255 
Georgia 5544529 Chelyabinsk NorthAmerica 0 Sport Surfing 257716 - - 
Georgia 2444695 London Oceania 1 Sport Climb 736296 - - 
Georgia 5653793 Zavolzhye Oceania 1 Beach Winter 8 20 356 
China 394503 London Africa 1 Excursion 100 Art - - 
Japan 4451153 Colorado Antarctica 0 Excursion 19 Art - - 
Russia 1485999 London Europe 1 Sport Climb 729877 - - 
Germany 1675084 Chelyabinsk Oceania 0 Excursion 94 History - - 
Australia 1833937 Honkong Oceania 0 Excursion 44 Art - - 
Germany 2663032 Moscow NorthAmerica 0 Sport Climb 979091 - - 
Georgia 6519343 London Asia 0 Excursion 44 History - - 
Ukraine 9529349 Odessa Asia 1 Excursion 86 Nature - - 
China 6504308 Colorado Europe 0 Beach Summer -27 15 509 
China 6322128 Honkong Oceania 0 Beach Spring 38 0 580 
Bulgary 2165499 Seul Antarctica 1 Beach Winter 7 15 657 
Russia 5594592 Chelyabinsk Africa 0 Beach Autumn 34 26 165 
Belarus 9048373 Seul Europe 1 Beach Spring -17 27 211 
Japan 9644853 Minsk Africa 0 Excursion 13 History - - 
Britain 8333260 Sochi Oceania 0 Beach Summer 12 27 500 
Australia 9433593 Moscow Antarctica 0 Excursion 35 Art - - 
USA 6430175 Humburg Africa 0 Sport Climb 635508 - - 
Japan 2050722 Moscow SouthAmerica 1 Sport Climb 333765 - - 
Georgia 4776146 Zavolzhye NorthAmerica 1 Sport Climb 263011 - - 
Australia 9136310 Sochi Europe 0 Excursion 90 History - - 
Bulgary 1534702 Seul Africa 1 Beach Summer -24 26 560 
Germany 7649290 Belgorod Antarctica 1 Excursion 25 History - - 
Britain 3215013 London Antarctica 1 Sport Skiing 311285 - - 
Georgia 7683020 Sochi Africa 1 Excursion 57 Nature - - 
Bulgary 7236027 Chelyabinsk Africa 1 Sport Climb 22763 - - 
Russia 8788944 Zavolzhye SouthAmerica 0 Excursion 1 Art - - 
China 7663813 Seul SouthAmerica 0 Beach Winter 23 5 12 
Japan 7767475 Belgorod NorthAmerica 0 Sport Climb 858785 - - 
Britain 941732 Zavolzhye Africa 0 Sport Surfing 535361 - - 
USA 6710545 Minsk SouthAmerica 1 Sport Surfing 866717 - - 
Ukraine 7363057 Seul Europe 0 Beach Summer 15 6 668 
Georgia 1339275 London Europe 0 Beach Winter 31 16 152 
Germany 7905753 Honkong Asia 1 Sport Surfing 101161 - - 
Ukraine 4621463 Minsk Europe 0 Excursion 60 Nature - - 
Australia 7134894 Moscow Africa 1 Excursion 16 Art - - 
Germany 6120401 Sochi NorthAmerica 1 Beach Spring -17 24 322 
Georgia 8864770 Colorado Oceania 0 Beach Summer 25 14 450 
Australia 9330556 Colorado Asia 1 Sport Climb 214170 - - 
Russia 9233727 Belgorod Oceania 1 Excursion 4 Nature - - 
Russia 3795907 Seul Africa 1 Beach Winter 22 4 356 
China 4642548 Minsk Antarctica 1 Sport Climb 772939 - - 
Japan 5903002 Sochi Antarctica 0 Excursion 72 Art - - 
Japan 3843630 Belgorod SouthAmerica 1 Sport Skiing 515878 - - 
Australia 154112 Minsk Europe 1 Beach Summer -17 12 693 
Japan 7737406 Moscow Antarctica 1 Beach Winter -13 12 337 
Australia 9566266 Sochi Oceania 1 Excursion 69 Nature - - 
Ukraine 3832507 Odessa Africa 0 Excursion 66 Nature - - 
Britain 8621647 Humburg Africa 0 Sport Climb 926898 - - 
Bulgary 9340245 Sochi NorthAmerica 1 Excursion 25 Art - - 
Australia 867817 Seul SouthAmerica 1 Sport Climb 306209 - - 
Belarus 8761290 Belgorod Europe 1 Sport Climb 468754 - - 
Australia 6327480 Sochi SouthAmerica 0 Beach Autumn 1 15 647 
Germany 5987432 Honkong Antarctica 0 Excursion 62 History - - 
USA 2163944 Humburg Asia 0 Sport Climb 975973 - - 
Bulgary 560198 Minsk Oceania 0 Sport Skiing 297399 - - 
Ukraine 7229557 London NorthAmerica 1 Excursion 46 Nature - - 
Australia 4776006 Zavolzhye SouthAmerica 1 Beach Autumn -1 9 195 
Ukraine 4996857 Chelyabinsk NorthAmerica 1 Beach Summer 35 24 286 
Ukraine 6759682 Humburg SouthAmerica 1 Beach Winter 15 8 234 
Germany 3746537 Seul Antarctica 0 Beach Spring 21 12 659 
Germany 9924594 Chelyabinsk Asia 0 Beach Spring 18 2 339 
Bulgary 7573039 Moscow Asia 1 Excursion 8 Nature - - 
USA 7878948 Honkong NorthAmerica 0 Excursion 32 Art - - 
Britain 1984255 Humburg Africa 0 Sport Climb 515170 - - 
Belarus 8994103 London SouthAmerica 0 Beach Summer 17 21 407 
USA 4520406 Belgorod Asia 1 Excursion 47 Art - - 
USA 7433475 Chelyabinsk NorthAmerica 0 Beach Spring 14 10 227 
Russia 4025314 Moscow Asia 1 Sport Surfing 809068 - - 
Georgia 9084829 Seul Oceania 0 Sport Surfing 258647 - - 
Britain 777894 Zavolzhye Oceania 0 Sport Skiing 921827 - - 
Britain 7420230 Colorado Africa 1 Excursion 89 History - - 
Germany 8707245 Sochi NorthAmerica 1 Excursion 57 Art - - 
Russia 7665655 Odessa SouthAmerica 0 Excursion 14 History - - 
USA 2261832 Zavolzhye Oceania 1 Excursion 70 Art - - 
Germany 5750078 Colorado NorthAmerica 1 Excursion 75 Nature - - 
Georgia 8975356 Odessa Asia 0 Beach Spring 13 23 96 
Germany 6769851 Chelyabinsk NorthAmerica 0 Excursion 1 Art - - 
Belarus 6758487 London Africa 1 Beach Winter 7 28 484 
Russia 9082778 Humburg Europe 1 Sport Surfing 87045 - - 
Ukraine 1296717 Moscow Europe 1 Excursion 77 Nature - - 
Britain 8674173 Moscow Asia 1 Excursion 42 Art - - 
Britain 5001551 Sochi Oceania 1 Beach Summer 30 23 461 
Britain 5532438 London Africa 1 Excursion 32 Art - - 
Germany 6239470 Belgorod Antarctica 0 Beach Winter -22 10 17 
Japan 9258246 Honkong Europe 0 Excursion 7 Nature - - 
Belarus 8907521 Sochi Africa 0 Beach Autumn -27 3 643 
Australia 2018149 Sochi Europe 1 Excursion 12 Nature - - 
Britain 1625697 Moscow Africa 1 Beach Spring 29 5 232 
Japan 5268420 Humburg Europe 1 Sport Skiing 56251 - - 
Australia 6164372 Colorado Antarctica 1 Beach Autumn 30 10 148 
Ukraine 7300726 Chelyabinsk Africa 1 Excursion 64 Art - - 
Australia 5070571 Zavolzhye Antarctica 0 Excursion 8 Art - - 
Russia 5019020 Seul SouthAmerica 0 Sport Climb 335910 - - 
Georgia 835643 Chelyabinsk Antarctica 0 Beach Winter 18 19 172 
Britain 5886608 Seul Oceania 0 Beach Autumn 25 3 347 
Bulgary 9693993 Seul Africa 1 Excursion 63 Art - - 
Germany 4859914 Moscow Antarctica 0 Sport Skiing 701524 - - 
Russia 3217308 Colorado Antarctica 1 Sport Climb 984800 - - 
Belarus 4831824 Zavolzhye Asia 0 Sport Surfing 807216 - - 
Australia 9359589 Humburg Antarctica 0 Beach Winter 21 4 488 
Russia 8028605 Humburg Antarctica 0 Sport Skiing 324916 - - 
China 3032360 Honkong NorthAmerica 1 Excursion 2 History - - 
Germany 7787261 Humburg NorthAmerica 1 Sport Skiing 293334 - - 
Bulgary 7819671 Seul Asia 1 Beach Summer -24 6 13 
Georgia 5308461 Sochi Europe 0 Excursion 80 History - - 
Britain 5552835 Moscow NorthAmerica 1 Excursion 99 Nature - - 
Germany 3040007 Moscow Oceania 0 Beach Spring 25 14 117 
Belarus 2359742 Zavolzhye Europe 1 Beach Autumn 16 18 343 
China 4883157 London NorthAmerica 1 Beach Spring 8 6 309 
USA 3733845 Humburg Antarctica 1 Beach Spring 27 0 398 
Russia 8926883 Colorado Antarctica 0 Beach Autumn -2 15 127 
Germany 206026 Belgorod Antarctica 0 Sport Skiing 712564 - - 
Russia 7040348 Belgorod Africa 1 Beach Summer 7 13 239 
Russia 2581366 Sochi SouthAmerica 1 Beach Autumn 39 24 388 
Japan 5925998 Zavolzhye Europe 1 Sport Skiing 854297 - - 
China 3609658 Odessa NorthAmerica 1 Excursion 7 History - - 
China 1883291 Seul NorthAmerica 1 Sport Climb 119332 - - 
Britain 3077464 Seul Oceania 0 Beach Summer 36 1 8 
Britain 5061980 Sochi Asia 1 Sport Skiing 353385 - - 
Germany 386722 Colorado Oceania 1 Excursion 31 History - - 
Britain 5679592 Sochi SouthAmerica 1 Beach Spring -13 0 528 
Belarus 5024934 Chelyabinsk Oceania 1 Excursion 23 Art - - 
Britain 2989970 Chelyabinsk Europe 0 Sport Climb 634196 - - 
Bulgary 1776588 Honkong Oceania 0 Beach Spring -10 8 522 
Germany 4133039 Chelyabinsk Africa 0 Beach Winter 6 16 309 
Japan 2150103 Belgorod Antarctica 0 Excursion 82 Art - - 
Bulgary 6801078 Chelyabinsk NorthAmerica 0 Sport Skiing 566207 - - 
Georgia 3279186 London Antarctica 0 Beach Autumn -23 29 151 
Belarus 716557 Seul NorthAmerica 1 Beach Spring 36 16 296 
Russia 3980163 Colorado SouthAmerica 1 Excursion 21 Nature - - 
Georgia 2494278 Minsk NorthAmerica 0 Beach Spring 4 16 142 
Australia 3062101 Moscow Europe 0 Beach Winter -14 22 58 
USA 8125188 Belgorod Africa 0 Sport Skiing 11285 - - 
Australia 6224882 Zavolzhye Asia 1 Beach Autumn 14 9 627 
Japan 1537447 London Oceania 1 Beach Autumn 34 26 359 
USA 7653865 Odessa Europe 0 Sport Climb 525599 - - 
Australia 9787931 Sochi Oceania 0 Excursion 26 Art - - 
USA 404175 Odessa SouthAmerica 1 Sport Skiing 195444 - - 
Ukraine 8094333 Colorado SouthAmerica 0 Excursion 91 Nature - - 
Bulgary 1742155 Chelyabinsk SouthAmerica 1 Beach Winter 12 22 7 
Georgia 9934151 Colorado Antarctica 0 Beach Autumn -18 9 578 
USA 7085115 Humburg Europe 0 Sport Climb 803810 - - 
China 4891886 Odessa NorthAmerica 1 Sport Skiing 974871 - - 
USA 1346410 Odessa SouthAmerica 1 Beach Winter 4 2 132 
Germany 4185121 Zavolzhye Oceania 1 Excursion 14 Nature - - 
Belarus 634060 Seul SouthAmerica 1 Sport Climb 147404 - - 
Ukraine 1138 Humburg Asia 1 Sport Climb 159730 - - 
Belarus 2149784 Minsk NorthAmerica 0 Sport Climb 431989 - - 
China 3108652 Zavolzhye Africa 1 Sport Skiing 726925 - - 
Belarus 8374199 Moscow Asia 0 Beach Summer 31 12 574 
USA 6990918 Chelyabinsk Europe 1 Sport Surfing 254856 - - 
Japan 4626889 Minsk Asia 1 Excursion 24 Art - - 
Australia 4374755 Chelyabinsk SouthAmerica 0 Beach Autumn 0 0 2 
Australia 4785269 Zavolzhye Asia 1 Sport Surfing 769596 - - 
Ukraine 1896966 Moscow NorthAmerica 0 Sport Climb 631574 - - 
USA 6684675 Sochi Asia 1 Sport Climb 181200 - - 
Ukraine 719174 Chelyabinsk Africa 0 Beach Autumn -30 4 663 
Georgia 9862643 Belgorod Asia 1 Beach Summer -30 15 682 
Bulgary 2345022 Honkong Asia 0 Beach Summer 14 6 310 
China 5093215 Humburg Asia 1 Beach Autumn -8 27 559 
Belarus 7324510 Colorado Africa 1 Beach Autumn 15 19 57 
Ukraine 4721805 Honkong Asia 1 Sport Skiing 253305 - - 
USA 256704 Minsk NorthAmerica 0 Beach Winter 2 4 265 
Japan 6656455 Zavolzhye Antarctica 0 Beach Spring -3 21 148 
Germany 8959082 Seul Europe 1 Sport Skiing 656739 - - 
Australia 4902658 Colorado Oceania 1 Sport Surfing 352466 - - 
Australia 1288601 Chelyabinsk Africa 0 Beach Spring 31 3 406 
Bulgary 1956794 Seul NorthAmerica 0 Beach Winter 26 17 677 
Germany 2513628 Honkong Europe 0 Beach Summer 37 27 536 
China 5286390 Moscow Asia 1 Sport Skiing 97892 - - 
Australia 9781695 Seul NorthAmerica 1 Sport Surfing 484244 - - 
Australia 9073760 Belgorod Antarctica 0 Excursion 70 Art - - 
Germany 7815067 London NorthAmerica 0 Excursion 91 History - - 
Australia 6141441 London SouthAmerica 1 Excursion 91 Nature - - 
Ukraine 7016786 Seul Africa 0 Sport Climb 485260 - - 
Ukraine 7640943 Moscow Europe 0 Beach Winter -14 20 456 
Japan 3580727 Moscow NorthAmerica 1 Beach Spring 29 14 413 
Russia 5426411 Humburg Antarctica 0 Beach Spring 1 12 275 
Germany 7082316 Minsk NorthAmerica 0 Beach Winter -22 6 28 
China 6479322 Odessa Oceania 0 Beach Autumn -6 10 643 
Ukraine 2532967 Belgorod Antarctica 1 Sport Climb 224865 - - 
Germany 9376127 London Europe 1 Sport Skiing 215438 - - 
Britain 6714079 London NorthAmerica 1 Excursion 13 Nature - - 
Germany 8199647 Seul NorthAmerica 1 Excursion 92 History - - 
Britain 4448936 Odessa Europe 0 Sport Climb 369116 - - 
Russia 7488691 Chelyabinsk Oceania 1 Excursion 2 Nature - - 
Japan 9693259 Humburg SouthAmerica 0 Sport Skiing 681176 - - 
Japan 9323093 Honkong Europe 1 Excursion 45 History - - 
Australia 8482010 London NorthAmerica 1 Sport Surfing 702707 - - 
China 7145168 Humburg Africa 0 Excursion 63 Nature - - 
Russia 6131190 Colorado SouthAmerica 1 Beach Winter -25 3 324 
Ukraine 7995837 Sochi Asia 1 Excursion 17 History - - 
Japan 1300466 Minsk Asia 0 Beach Spring -16 12 718 
Japan 47303 Seul Europe 1 Sport Climb 338213 - - 
Ukraine 4230849 Belgorod SouthAmerica 1 Excursion 93 Nature - - 
Belarus 5722037 Chelyabinsk Europe 1 Sport Climb 227425 - - 
Belarus 8924228 Belgorod Africa 1 Sport Climb 266678 - - 
Bulgary 651675 Sochi Antarctica 1 Excursion 95 Art - - 
Bulgary 9530716 Odessa Africa 0 Excursion 22 Art - - 
Japan 3765529 Seul SouthAmerica 1 Excursion 54 History - - 
Belarus 649463 Colorado Antarctica 1 Sport Skiing 350099 - - 
Ukraine 9507587 Minsk Oceania 0 Excursion 81 History - - 
Bulgary 4170672 Odessa SouthAmerica 1 Beach Summer 34 16 145 
USA 5010963 Moscow Antarctica 1 Beach Summer 6 21 8 
Russia 9143082 Belgorod Antarctica 1 Sport Skiing 4506 - - 
Bulgary 1704981 Honkong SouthAmerica 1 Sport Skiing 416262 - - 
Georgia 3222246 Honkong NorthAmerica 0 Excursion 26 Nature - - 
Belarus 2394362 Zavolzhye Europe 0 Sport Climb 11548 - - 
Ukraine 1542973 Sochi Africa 0 Excursion 43 Nature - - 
Germany 1253489 Honkong Oceania 0 Excursion 84 Art - - 
Georgia 4297103 Zavolzhye Africa 1 Beach Spring -18 4 204 
Belarus 4021884 Colorado Asia 1 Beach Summer 9 16 688 
Britain 7987963 Honkong SouthAmerica 0 Sport Skiing 748126 - - 
Belarus 99994 Colorado Africa 1 Excursion 61 Nature - - 
Germany 1533039 London Antarctica 1 Excursion 89 Art - - 
Britain 4639686 Colorado SouthAmerica 0 Excursion 63 Nature - - 
Bulgary 1742504 Humburg Oceania 0 Beach Autumn -29 17 358 
Russia 9755753 Minsk Antarctica 1 Excursion 3 Nature - - 
Ukraine 6099598 Colorado Oceania 0 Beach Spring -18 20 196 
Belarus 5092069 Colorado Asia 0 Excursion 61 History - - 
Ukraine 8833161 Colorado Europe 1 Excursion 76 Nature - - 
China 9098966 Humburg NorthAmerica 1 Sport Climb 368838 - - 
Australia 3529103 Minsk SouthAmerica 1 Excursion 71 Art - - 
China 758843 Odessa Africa 1 Excursion 58 Nature - - 
Australia 1468488 London Asia 0 Beach Spring 25 16 522 
Britain 3060029 Seul SouthAmerica 1 Excursion 16 Nature - - 
China 5467804 Seul SouthAmerica 0 Excursion 82 History - - 
Georgia 1909347 Seul Asia 1 Excursion 64 Nature - - 
Germany 8952758 Minsk Europe 0 Sport Climb 211496 - - 
Germany 7820834 Zavolzhye Asia 1 Excursion 87 Art - - 
USA 3255250 Minsk Antarctica 1 Excursion 25 Art - - 
Ukraine 1875982 Odessa Africa 0 Sport Skiing 858661 - - 
Australia 6572017 Seul Europe 1 Excursion 3 Nature - - 
Germany 2266242 Sochi Asia 0 Sport Surfing 788342 - - 
Germany 5310691 London Antarctica 1 Beach Autumn 8 27 325 
Britain 8050176 Minsk Antarctica 0 Sport Surfing 764005 - - 
Belarus 1583694 Belgorod Oceania 0 Sport Surfing 268102 - - 
Ukraine 5589772 Minsk Antarctica 0 Excursion 97 History - - 
Japan 8834296 London Oceania 0 Beach Autumn -1 14 649 
Bulgary 932223 Minsk Oceania 0 Sport Climb 750924 - - 
Georgia 3252880 Sochi Asia 0 Beach Summer 34 15 256 
Belarus 407738 Sochi Asia 0 Excursion 100 Nature - - 
Ukraine 1501383 Belgorod Africa 1 Excursion 73 Art - - 
Australia 6240620 Humburg Asia 0 Sport Climb 895779 - - 
Germany 6360039 Colorado Antarctica 1 Beach Winter -21 19 592 
USA 1529366 Humburg Africa 0 Beach Autumn -30 4 308 
Ukraine 3648103 Honkong SouthAmerica 1 Sport Surfing 169399 - - 
Russia 1004925 Humburg Antarctica 0 Beach Spring 33 24 710 
Russia 4956744 Belgorod Antarctica 0 Beach Spring 35 28 337 
Ukraine 8650371 Belgorod SouthAmerica 0 Sport Skiing 993026 - - 
Britain 3911157 Minsk Europe 0 Excursion 3 Nature - - 
Australia 7376056 Seul NorthAmerica 0 Excursion 86 Nature - - 
Belarus 6519341 Sochi Asia 0 Sport Climb 735890 - - 
Bulgary 3943201 Odessa NorthAmerica 1 Excursion 35 History - - 
USA 7439686 Belgorod Africa 0 Beach Winter -24 6 22 
Russia 9296668 Honkong Antarctica 0 Excursion 83 History - - 
Russia 1673784 Chelyabinsk Oceania 1 Beach Spring -5 9 348 
Russia 5209240 Seul Antarctica 0 Excursion 63 Art - - 
China 9867726 Moscow SouthAmerica 1 Sport Climb 596664 - - 
Britain 6509537 Seul Africa 0 Excursion 61 History - - 
Australia 8895685 Odessa Africa 1 Excursion 80 History - - 
Germany 4136309 Humburg Asia 0 Excursion 5 Art - - 
Japan 4671124 London Antarctica 0 Sport Surfing 370990 - - 
USA 9046782 Sochi Asia 0 Sport Climb 708663 - - 
Ukraine 500680 Seul NorthAmerica 1 Beach Autumn -11 9 28 
USA 1248894 Belgorod SouthAmerica 0 Excursion 34 Art - - 
Bulgary 8279267 Chelyabinsk Europe 0 Beach Autumn 35 26 698 
Ukraine 511385 Sochi NorthAmerica 0 Beach Spring 28 6 7 
Russia 2328926 Odessa NorthAmerica 0 Sport Skiing 872335 - - 
USA 1616933 Minsk Asia 1 Beach Winter 28 27 460 
Belarus 4663799 Belgorod Antarctica 1 Beach Winter -25 4 484 
Russia 744535 Minsk NorthAmerica 1 Sport Climb 41010 - - 
Russia 8428767 Chelyabinsk SouthAmerica 1 Beach Autumn -28 14 237 
Japan 506551 Colorado SouthAmerica 0 Excursion 98 Art - - 
Germany 7776667 Minsk NorthAmerica 0 Sport Climb 727041 - - 
USA 392627 Sochi Africa 0 Beach Spring 32 22 631 
Russia 2008201 Colorado SouthAmerica 0 Beach Autumn 16 10 579 
USA 4626698 Sochi SouthAmerica 0 Sport Surfing 936869 - - 
USA 8859707 Chelyabinsk SouthAmerica 1 Excursion 83 Nature - - 
USA 3789822 Humburg Oceania 1 Sport Skiing 418026 - - 
Georgia 4573130 Belgorod Oceania 0 Sport Surfing 971820 - - 
USA 6820829 Moscow SouthAmerica 1 Excursion 56 Art - - 
Ukraine 2962923 Humburg Europe 1 Sport Skiing 658744 - - 
Britain 5412445 Honkong Oceania 1 Beach Autumn -26 13 468 
China 5572810 Chelyabinsk Europe 0 Sport Surfing 166672 - - 
