Country People Capital Maintain PCR Tourism_type Optional1 Optional2 Optional3 Optional4
Britain 8975523 Moscow Antarctica 0 Excursion 7 History - - 
Belarus 2345906 Humburg Antarctica 1 Excursion 14 Art - - 
USA 4433512 Seul Antarctica 0 Excursion 27 Art - - 
USA 6412396 Minsk Oceania 1 Beach Autumn 17 19 128 
Russia 9868595 Honkong Europe 1 Sport Skiing 813843 - - 
Ukraine 9291770 Chelyabinsk Antarctica 1 Sport Climb 294122 - - 
Belarus 6212296 London South_America 0 Excursion 49 Art - - 
Japan 8815860 Colorado Asia 1 Beach Autumn -23 5 344 
Belarus 7013921 London Europe 0 Excursion 97 Nature - - 
Australia 7510342 Sochi Asia 0 Beach Autumn 13 7 435 
Britain 1419188 Chelyabinsk Africa 1 Excursion 56 History - - 
Germany 2886005 Sochi Oceania 0 Excursion 16 Nature - - 
Ukraine 5736725 Belgorod Oceania 0 Beach Summer 2 8 76 
Australia 7028462 London North_America 1 Beach Spring -27 22 527 
USA 1449987 Minsk Africa 0 Sport Skiing 421232 - - 
Ukraine 9307576 Minsk Oceania 1 Beach Winter 5 28 425 
Japan 62382 Moscow North_America 0 Sport Surfing 491568 - - 
Japan 7909812 Honkong Antarctica 0 Excursion 55 History - - 
China 117305 Seul Oceania 0 Excursion 87 History - - 
Belarus 1531558 Chelyabinsk Oceania 0 Beach Autumn 21 13 103 
Germany 9304096 Moscow North_America 0 Beach Summer -22 2 692 
Russia 9669026 Humburg Antarctica 1 Beach Autumn 26 19 18 
Australia 992787 Honkong Africa 0 Excursion 93 Art - - 
Japan 6696318 Minsk Europe 0 Beach Autumn 37 23 610 
Georgia 7221800 Chelyabinsk Oceania 1 Excursion 83 Nature - - 
Georgia 8547936 Sochi Antarctica 0 Beach Autumn -28 20 479 
Bulgary 2680643 Seul Antarctica 0 Excursion 65 History - - 
Japan 8291629 Zavolzhye South_America 1 Excursion 73 History - - 
Britain 6592274 Humburg Europe 1 Excursion 20 Art - - 
Ukraine 7962274 Honkong Antarctica 1 Excursion 45 History - - 
Russia 9882629 Moscow Europe 0 Sport Surfing 953299 - - 
Ukraine 9987370 Honkong Europe 0 Excursion 27 History - - 
Germany 4725638 Colorado Oceania 0 Sport Climb 798649 - - 
Bulgary 9201947 Odessa Antarctica 0 Sport Climb 418374 - - 
Australia 6175518 Odessa Africa 1 Sport Climb 849266 - - 
Australia 9748016 Zavolzhye North_America 1 Beach Spring 4 25 295 
Japan 5133778 Chelyabinsk Europe 1 Sport Climb 724115 - - 
Australia 5377776 Belgorod North_America 0 Beach Winter 4 13 344 
Australia 1543803 Honkong South_America 0 Excursion 15 Nature - - 
Russia 2184602 Chelyabinsk Asia 1 Excursion 71 Nature - - 
Georgia 2402340 Minsk South_America 0 Excursion 49 Nature - - 
Britain 2571429 Colorado Africa 1 Excursion 17 History - - 
Ukraine 7289118 Moscow Oceania 1 Beach Autumn 9 4 489 
Australia 9556891 Moscow Europe 0 Sport Climb 396544 - - 
Australia 95965 Odessa Antarctica 1 Excursion 96 Nature - - 
Russia 8754793 London Antarctica 0 Excursion 58 History - - 
USA 9111603 Colorado Africa 1 Excursion 83 Nature - - 
Ukraine 9996302 Belgorod North_America 0 Beach Spring -14 6 677 
Japan 8129667 Sochi Oceania 1 Beach Winter -22 13 421 
Russia 2963814 Seul Africa 1 Beach Winter 19 8 222 
USA 9463735 Minsk Antarctica 0 Beach Spring -11 1 102 
Belarus 471118 Odessa Antarctica 1 Beach Summer -26 0 575 
Ukraine 9023547 Zavolzhye North_America 1 Beach Winter -4 28 595 
China 6160207 Zavolzhye Asia 1 Excursion 56 Art - - 
Bulgary 5318467 Chelyabinsk North_America 1 Excursion 40 History - - 
China 7827048 Seul Africa 1 Sport Skiing 185224 - - 
Bulgary 5124232 Honkong Antarctica 0 Sport Skiing 364 - - 
Georgia 2615419 London Oceania 0 Sport Skiing 434612 - - 
Australia 736195 Minsk Oceania 0 Beach Summer 35 11 528 
Australia 2130167 Belgorod Africa 1 Excursion 83 Nature - - 
Ukraine 356961 Zavolzhye Africa 0 Excursion 94 Art - - 
Australia 4053488 Humburg South_America 1 Beach Winter -23 5 528 
Japan 2747377 Sochi Oceania 0 Sport Climb 396620 - - 
Belarus 3517039 Minsk Oceania 1 Beach Summer 39 23 378 
Britain 9088542 Honkong South_America 0 Beach Winter 36 15 220 
USA 1349180 London North_America 1 Excursion 46 History - - 
China 6420493 Chelyabinsk Europe 1 Beach Summer 17 7 344 
Japan 7669492 Odessa Africa 0 Excursion 68 Nature - - 
Ukraine 71058 London South_America 0 Beach Summer -10 17 458 
Ukraine 5003628 Sochi North_America 0 Beach Summer 40 1 654 
Germany 6550235 London Asia 1 Excursion 98 Nature - - 
Russia 7084622 Honkong South_America 0 Beach Spring 15 4 203 
Australia 8457291 Humburg Asia 0 Excursion 32 Art - - 
Russia 2814926 Sochi Antarctica 0 Sport Skiing 95367 - - 
Russia 1770087 Seul Asia 0 Sport Skiing 199372 - - 
Russia 1118042 Minsk Europe 0 Sport Skiing 529358 - - 
USA 5237946 Zavolzhye North_America 1 Excursion 10 Art - - 
Georgia 8516572 Minsk Antarctica 0 Beach Summer -24 16 629 
Russia 2576613 Minsk Antarctica 0 Sport Skiing 496549 - - 
Bulgary 4415156 London Oceania 1 Sport Surfing 942716 - - 
Ukraine 4805522 Sochi Europe 1 Sport Climb 658619 - - 
Belarus 149204 Belgorod South_America 1 Sport Skiing 947585 - - 
Bulgary 6445899 Seul Europe 1 Sport Surfing 842069 - - 
Bulgary 218555 Moscow North_America 0 Beach Winter 21 16 459 
Belarus 2614002 Sochi South_America 0 Beach Summer 18 28 411 
Japan 4153217 Seul Asia 1 Beach Spring 9 10 31 
Belarus 4268515 Seul Africa 1 Sport Surfing 535651 - - 
Australia 1151926 Moscow Oceania 0 Beach Winter -28 15 26 
USA 9062147 Seul Europe 0 Beach Autumn -16 23 362 
Bulgary 2906826 Colorado Europe 0 Excursion 67 Nature - - 
Japan 8234554 Minsk Africa 1 Beach Summer -23 29 142 
Britain 3254859 Sochi Africa 0 Sport Surfing 30205 - - 
USA 2147769 Colorado Asia 0 Beach Summer 5 14 56 
Russia 5720868 London Asia 0 Excursion 53 Art - - 
Russia 3258345 London Oceania 1 Sport Skiing 283553 - - 
Ukraine 1251032 Zavolzhye Asia 1 Sport Skiing 924320 - - 
Russia 4838955 Moscow Asia 0 Excursion 13 Nature - - 
Belarus 9324607 Chelyabinsk Africa 0 Excursion 68 Art - - 
Russia 852560 Odessa Europe 0 Beach Spring 16 24 316 
Britain 2805538 Chelyabinsk Oceania 0 Beach Winter 33 3 673 
Japan 9997809 London Asia 0 Beach Summer 12 2 61 
USA 7893841 Zavolzhye South_America 1 Sport Climb 595640 - - 
China 8350094 Zavolzhye North_America 1 Beach Winter 5 3 457 
Russia 2346244 Sochi Antarctica 1 Excursion 30 Nature - - 
Bulgary 4446742 Humburg Asia 1 Excursion 16 Art - - 
Britain 2841807 Zavolzhye Africa 0 Excursion 5 History - - 
Japan 3171493 Sochi Oceania 1 Sport Climb 366508 - - 
Ukraine 6527837 Seul Antarctica 0 Beach Summer 18 18 115 
Ukraine 8296149 Humburg Africa 1 Excursion 53 Nature - - 
Japan 6814447 Zavolzhye Asia 1 Beach Winter 1 24 148 
Ukraine 9882389 Zavolzhye Asia 1 Beach Autumn 15 29 517 
Georgia 4718540 Chelyabinsk South_America 0 Beach Autumn 20 23 234 
Germany 778251 Colorado Oceania 0 Excursion 38 Nature - - 
Ukraine 9130318 Colorado North_America 1 Sport Surfing 138573 - - 
Germany 4915458 Honkong Europe 1 Sport Surfing 938685 - - 
Ukraine 8614701 London South_America 1 Beach Summer 9 15 194 
Australia 3875833 Minsk Asia 1 Beach Autumn 24 17 519 
Germany 2532768 Zavolzhye Africa 0 Excursion 36 Art - - 
Australia 5267449 Zavolzhye North_America 0 Excursion 37 Nature - - 
Australia 9914110 London Antarctica 0 Beach Winter -17 14 672 
Bulgary 3497457 Sochi North_America 1 Excursion 4 History - - 
Bulgary 3299615 Moscow Asia 1 Sport Surfing 173825 - - 
Georgia 6874715 Moscow Oceania 0 Sport Surfing 394163 - - 
Ukraine 2638684 Zavolzhye Africa 1 Excursion 99 Nature - - 
China 8861622 Chelyabinsk North_America 1 Excursion 100 History - - 
Australia 3574965 Moscow Europe 0 Excursion 71 History - - 
Belarus 2924555 Zavolzhye Oceania 0 Beach Autumn 7 30 1 
USA 6660177 Zavolzhye Antarctica 1 Beach Spring -26 10 366 
Japan 7998480 Seul Africa 1 Beach Spring 26 29 463 
Britain 1547903 Moscow South_America 1 Sport Climb 12268 - - 
Germany 3236745 Belgorod Europe 0 Excursion 100 History - - 
Germany 2697387 Chelyabinsk North_America 1 Excursion 34 History - - 
USA 4157287 Belgorod South_America 1 Excursion 10 History - - 
USA 6219079 Chelyabinsk Antarctica 1 Sport Climb 673955 - - 
USA 9613732 Chelyabinsk South_America 0 Sport Surfing 665448 - - 
USA 3198161 Sochi Asia 1 Beach Summer -4 24 704 
Britain 1222371 Humburg Europe 1 Excursion 13 History - - 
China 180556 Honkong Asia 0 Sport Surfing 962942 - - 
Britain 6674682 Humburg Oceania 0 Excursion 40 Art - - 
Germany 1985542 Odessa Africa 0 Excursion 76 History - - 
Georgia 3707975 Moscow Europe 0 Sport Skiing 707096 - - 
Ukraine 1399242 Chelyabinsk Africa 1 Sport Skiing 803098 - - 
China 7335601 Colorado South_America 0 Sport Surfing 61078 - - 
Russia 768662 Colorado Africa 0 Excursion 67 Nature - - 
Bulgary 5068857 Sochi Oceania 1 Sport Climb 499157 - - 
China 1913796 Moscow Oceania 0 Beach Spring 35 30 533 
Japan 2049989 Chelyabinsk Antarctica 1 Excursion 6 History - - 
Ukraine 9006177 Humburg North_America 0 Sport Surfing 711771 - - 
Bulgary 6527336 Sochi Antarctica 1 Excursion 22 History - - 
Bulgary 3182895 Colorado North_America 1 Sport Climb 633833 - - 
China 8293126 Moscow South_America 0 Excursion 90 History - - 
Belarus 2141301 Seul South_America 0 Beach Winter 2 1 400 
Belarus 9111754 Zavolzhye Africa 0 Excursion 68 Art - - 
Britain 8143018 Odessa Asia 0 Beach Winter 36 12 209 
Ukraine 4600527 Minsk Asia 1 Beach Winter -24 9 678 
USA 9566617 Sochi Europe 1 Excursion 61 History - - 
USA 6749773 Honkong Oceania 0 Sport Surfing 137721 - - 
Britain 1248108 Honkong Oceania 0 Sport Climb 421976 - - 
Georgia 5316310 London Asia 0 Excursion 50 Art - - 
Britain 5322706 Belgorod North_America 1 Excursion 88 Nature - - 
USA 2205096 Seul Oceania 0 Sport Climb 74190 - - 
Australia 9569025 Odessa Asia 1 Sport Surfing 146285 - - 
China 1766413 Zavolzhye Africa 1 Beach Winter 4 8 167 
Belarus 9958896 Moscow South_America 0 Excursion 76 Nature - - 
Germany 654337 Belgorod Asia 0 Beach Autumn 27 4 31 
USA 746799 Honkong Asia 0 Beach Summer -7 6 345 
Japan 2567740 Sochi North_America 1 Beach Autumn 1 17 191 
Australia 3545321 Zavolzhye Antarctica 1 Beach Summer 25 14 451 
China 392817 London Antarctica 0 Sport Climb 304399 - - 
Ukraine 3115631 Minsk Asia 0 Sport Surfing 192705 - - 
Georgia 37538 Chelyabinsk Africa 1 Beach Autumn 5 4 52 
Ukraine 1407843 Belgorod Asia 0 Beach Winter -29 1 653 
Germany 977663 Sochi Asia 1 Excursion 17 History - - 
Britain 4842350 Sochi Europe 0 Excursion 17 Nature - - 
China 268701 Sochi North_America 1 Excursion 10 Nature - - 
China 8423841 Belgorod Africa 0 Beach Spring -26 0 280 
Belarus 9080762 Colorado Africa 0 Sport Surfing 947528 - - 
Bulgary 5057599 Belgorod Asia 0 Excursion 28 Nature - - 
Japan 3936110 Sochi Oceania 0 Beach Spring -26 6 517 
Britain 513795 London South_America 1 Excursion 15 Art - - 
China 7770074 Moscow Antarctica 1 Excursion 81 Art - - 
Japan 2827639 Seul South_America 0 Sport Skiing 107697 - - 
Japan 7963268 London North_America 1 Excursion 88 History - - 
Bulgary 5873158 Sochi North_America 0 Excursion 81 History - - 
Ukraine 8083205 Zavolzhye North_America 1 Beach Winter 39 18 127 
Japan 6331551 Colorado South_America 1 Beach Autumn -10 8 666 
Georgia 1933811 Odessa North_America 0 Excursion 52 Nature - - 
Georgia 7559883 Odessa Oceania 1 Excursion 87 Nature - - 
Georgia 95031 Seul North_America 0 Excursion 6 History - - 
Georgia 3708590 Humburg Asia 1 Sport Surfing 102452 - - 
Ukraine 4677862 London Antarctica 1 Beach Winter 32 28 671 
Ukraine 1439348 London Africa 0 Excursion 33 Art - - 
Belarus 2913485 Sochi South_America 0 Sport Skiing 565212 - - 
Bulgary 2949499 Belgorod North_America 1 Sport Climb 29822 - - 
Britain 4094277 Moscow Asia 0 Excursion 62 Nature - - 
Britain 1566351 Zavolzhye Africa 1 Excursion 0 History - - 
Britain 7516069 London Asia 0 Beach Spring 21 25 588 
Belarus 7684290 Seul Antarctica 0 Sport Climb 810989 - - 
Britain 7242409 Odessa Africa 1 Excursion 83 History - - 
China 4733439 Colorado Asia 1 Beach Winter 8 26 545 
Russia 4743445 Moscow North_America 1 Sport Skiing 7742 - - 
Ukraine 4468917 London South_America 1 Sport Surfing 793644 - - 
Russia 1782455 Chelyabinsk Antarctica 1 Beach Winter 3 7 691 
China 2905442 Honkong Africa 0 Excursion 7 Nature - - 
USA 7672073 Chelyabinsk Asia 1 Sport Skiing 129854 - - 
Britain 1376283 Odessa Africa 1 Sport Climb 153886 - - 
Germany 6080046 Honkong Antarctica 0 Sport Skiing 312404 - - 
Bulgary 363698 Odessa South_America 0 Beach Winter 15 9 217 
USA 36050 Colorado South_America 1 Beach Winter -26 18 252 
Japan 6065557 Minsk Antarctica 1 Sport Surfing 325982 - - 
Britain 2368530 Zavolzhye Africa 1 Sport Surfing 824930 - - 
Germany 7471115 Odessa Asia 1 Excursion 20 Art - - 
China 9527997 Honkong South_America 0 Excursion 24 Art - - 
Bulgary 5139389 Sochi North_America 0 Excursion 89 Nature - - 
Japan 8721398 Seul Asia 0 Excursion 88 Art - - 
Belarus 8217438 Humburg South_America 1 Sport Climb 608592 - - 
Germany 8344884 Colorado Oceania 0 Sport Skiing 277843 - - 
Britain 8012652 Zavolzhye Antarctica 1 Sport Climb 279040 - - 
Ukraine 1295360 Seul South_America 0 Excursion 55 Nature - - 
China 896305 Zavolzhye North_America 0 Excursion 90 History - - 
Russia 2801441 Humburg Europe 1 Beach Summer 31 5 3 
USA 4942182 Honkong Antarctica 1 Sport Climb 986207 - - 
Australia 1180827 Colorado South_America 1 Sport Surfing 568456 - - 
Japan 5787122 Moscow Africa 1 Beach Spring -10 10 331 
Ukraine 8254711 Chelyabinsk Asia 1 Excursion 32 Art - - 
USA 9897816 Moscow North_America 1 Beach Autumn -11 3 705 
Germany 7368292 Humburg Antarctica 1 Excursion 78 History - - 
China 4030311 Sochi Africa 1 Excursion 41 Art - - 
Britain 6709264 Minsk South_America 1 Beach Summer -29 27 97 
Britain 2949333 Minsk Asia 0 Sport Surfing 589684 - - 
Germany 2704815 Sochi Antarctica 1 Sport Climb 887210 - - 
Ukraine 3311188 Chelyabinsk North_America 0 Sport Surfing 244920 - - 
USA 9068596 Moscow Africa 1 Excursion 53 Art - - 
Ukraine 9690017 Moscow Africa 1 Sport Climb 689409 - - 
Ukraine 6405818 Honkong Asia 1 Sport Skiing 62158 - - 
Germany 9705997 Honkong Oceania 0 Excursion 46 Art - - 
Georgia 8412922 Seul Oceania 1 Excursion 12 Art - - 
Japan 1718703 London North_America 0 Excursion 96 History - - 
Belarus 3694434 Minsk Europe 1 Sport Climb 423503 - - 
Germany 1546982 Minsk South_America 1 Sport Surfing 309134 - - 
USA 8675503 Colorado Antarctica 1 Excursion 16 History - - 
Ukraine 2185653 Chelyabinsk North_America 1 Beach Spring -4 3 277 
Ukraine 8201469 Colorado South_America 1 Sport Surfing 381899 - - 
Georgia 6882208 Moscow Africa 0 Beach Spring -8 21 534 
Bulgary 4771504 Sochi Antarctica 1 Beach Summer -30 6 340 
Georgia 4646469 Seul North_America 0 Sport Surfing 557365 - - 
Russia 2231996 Chelyabinsk South_America 0 Sport Surfing 964979 - - 
Australia 8064111 Chelyabinsk Oceania 1 Excursion 46 Art - - 
Germany 467434 Honkong Africa 1 Excursion 17 Nature - - 
Bulgary 1332010 Seul North_America 1 Beach Summer 26 15 512 
China 8257173 Sochi North_America 0 Excursion 49 Art - - 
China 6509522 Chelyabinsk Oceania 0 Sport Skiing 778738 - - 
Japan 4300466 Seul Africa 1 Beach Winter -10 11 496 
Australia 1035978 Seul South_America 1 Beach Spring 35 4 335 
Ukraine 1754977 Moscow North_America 1 Excursion 12 History - - 
Belarus 4695005 Colorado Africa 1 Excursion 85 Nature - - 
Russia 7180206 Minsk Africa 1 Beach Spring -22 12 99 
China 3221399 Moscow North_America 0 Beach Spring -5 13 110 
Japan 5266052 Moscow South_America 1 Beach Autumn -11 17 184 
Germany 3607637 Sochi Africa 1 Excursion 61 Art - - 
Australia 7301922 Zavolzhye Europe 0 Beach Summer 11 0 323 
Bulgary 9015808 Zavolzhye South_America 1 Excursion 49 History - - 
Britain 829511 Minsk Europe 0 Sport Surfing 203758 - - 
Georgia 5338565 Sochi Europe 1 Sport Surfing 464963 - - 
Ukraine 4796925 Sochi South_America 1 Excursion 43 Art - - 
Russia 8999576 Minsk Africa 1 Excursion 45 Art - - 
USA 2254689 Belgorod North_America 1 Beach Autumn 25 12 592 
Ukraine 8932851 Minsk Oceania 0 Beach Summer 40 13 349 
China 6192794 Seul Oceania 0 Excursion 74 Nature - - 
Georgia 1236555 Seul Europe 1 Sport Skiing 822289 - - 
Georgia 6819823 Zavolzhye North_America 0 Beach Spring 1 7 287 
Australia 4989400 Seul North_America 1 Excursion 57 History - - 
Australia 6401063 Humburg Antarctica 0 Excursion 58 History - - 
China 5706323 Moscow Europe 0 Beach Summer -29 17 55 
Georgia 9613818 Humburg Antarctica 1 Sport Surfing 810638 - - 
Britain 3285710 Zavolzhye Antarctica 1 Excursion 99 Nature - - 
Japan 2182945 Moscow North_America 1 Excursion 63 Nature - - 
Bulgary 6730941 Sochi Africa 1 Sport Climb 540828 - - 
Belarus 9221980 Belgorod Oceania 0 Sport Surfing 874569 - - 
USA 8054217 Belgorod North_America 1 Sport Surfing 706902 - - 
Australia 2582765 Odessa Europe 0 Beach Autumn -13 27 121 
Russia 9728675 Seul Asia 1 Excursion 91 Art - - 
Ukraine 4371890 Honkong Europe 0 Sport Climb 492997 - - 
Australia 1088842 Belgorod Europe 0 Excursion 11 Art - - 
Belarus 9064829 Odessa Antarctica 0 Excursion 86 Nature - - 
China 7219378 Colorado South_America 1 Sport Surfing 288980 - - 
Belarus 6682254 Moscow Oceania 0 Sport Surfing 3602 - - 
Bulgary 844556 Humburg North_America 0 Excursion 35 History - - 
Ukraine 8221958 Odessa Antarctica 0 Excursion 61 Art - - 
China 1568664 London Asia 1 Sport Climb 824304 - - 
Japan 1920573 Belgorod Asia 0 Beach Spring 15 12 59 
Georgia 6271910 Minsk Africa 0 Beach Spring -24 25 205 
Georgia 337315 Chelyabinsk Antarctica 1 Excursion 13 Nature - - 
Belarus 6767637 Seul Oceania 0 Sport Climb 805894 - - 
USA 6392477 Seul Europe 1 Excursion 22 Nature - - 
Ukraine 1262930 Sochi Asia 0 Beach Spring -8 24 640 
Australia 4925978 Sochi Africa 0 Excursion 45 Nature - - 
Ukraine 6166180 Belgorod Oceania 1 Sport Skiing 911096 - - 
Russia 9975618 Moscow Europe 0 Sport Climb 242768 - - 
Britain 3514302 Seul Oceania 1 Excursion 32 History - - 
Georgia 1563972 Zavolzhye South_America 0 Beach Winter -24 23 41 
Germany 2099410 Sochi Europe 1 Sport Skiing 782544 - - 
Bulgary 8330858 Honkong Asia 1 Beach Spring -8 20 446 
Australia 6097646 Moscow Africa 0 Beach Autumn 16 6 148 
Bulgary 5295091 Moscow Oceania 0 Beach Spring 26 24 528 
Bulgary 3503029 Zavolzhye Africa 1 Excursion 95 Art - - 
Belarus 2089273 Honkong Antarctica 0 Sport Climb 181589 - - 
Britain 6674883 Chelyabinsk North_America 1 Excursion 2 Art - - 
Japan 6197023 Belgorod Asia 0 Sport Climb 652337 - - 
Japan 258113 Odessa Africa 1 Beach Winter 16 4 408 
China 4786386 Odessa Europe 0 Excursion 16 History - - 
Japan 8804089 Chelyabinsk Africa 1 Excursion 64 Nature - - 
Russia 8027108 Sochi Antarctica 1 Sport Climb 468420 - - 
Britain 9369806 Humburg Africa 1 Beach Spring -10 23 15 
Australia 5175386 Honkong Europe 0 Excursion 53 Art - - 
Japan 8419471 Honkong Antarctica 1 Excursion 0 History - - 
Belarus 5860771 Seul Asia 1 Sport Climb 453979 - - 
Britain 1258870 Colorado Antarctica 1 Sport Skiing 192178 - - 
Australia 2325338 Sochi Europe 1 Beach Summer 24 14 539 
Britain 99848 Chelyabinsk Antarctica 0 Excursion 31 History - - 
Australia 2857183 Humburg Europe 0 Excursion 39 History - - 
China 934867 Belgorod Africa 1 Beach Spring 29 26 710 
USA 3867137 Odessa Antarctica 0 Sport Skiing 944618 - - 
Russia 6543522 Humburg Asia 1 Sport Surfing 495175 - - 
Ukraine 2263837 Minsk Europe 1 Beach Summer 9 21 528 
Britain 4617417 Honkong Africa 1 Beach Summer -30 29 308 
Belarus 2263332 Humburg Asia 1 Excursion 35 Art - - 
Bulgary 77714 Seul Africa 0 Sport Climb 584408 - - 
Australia 9030119 Minsk Antarctica 0 Sport Surfing 485745 - - 
Britain 2879085 Colorado Asia 0 Excursion 84 History - - 
Georgia 3204279 Moscow Asia 1 Excursion 32 History - - 
Germany 4193027 Honkong Asia 0 Beach Winter -6 26 105 
Australia 4077019 Odessa Oceania 0 Beach Winter 15 20 619 
Bulgary 9512654 Sochi Antarctica 1 Excursion 2 Nature - - 
